质数,个,质数差,质数差差
74353,7333,30,24
74323,7332,6,0
74317,7331,6,-8
74311,7330,14,10
74297,7329,4,-2
74293,7328,6,-2
74287,7327,8,-14
74279,7326,22,-4
74257,7325,26,14
74231,7324,12,2
74219,7323,10,4
74209,7322,6,4
74203,7321,2,-2
74201,7320,4,-4
74197,7319,8,-4
74189,7318,12,2
74177,7317,10,4
74167,7316,6,4
74161,7315,2,-8
74159,7314,10,4
74149,7313,6,-6
74143,7312,12,-18
74131,7311,30,28
74101,7310,2,-4
74099,7309,6,-10
74093,7308,16,10
74077,7307,6,-14
74071,7306,20,16
74051,7305,4,-16
74047,7304,20,14
74027,7303,6,2
74021,7302,4,-14
74017,7301,18,-8
73999,7300,26,14
73973,7299,12,2
73961,7298,10,2
73951,7297,8,4
73943,7296,4,-28
73939,7295,32,22
73907,7294,10,-4
73897,7293,14,8
73883,7292,6,-4
73877,7291,10,2
73867,7290,8,-2
73859,7289,10,8
73849,7288,2,-22
73847,7287,24,20
73823,7286,4,-32
73819,7285,36,24
73783,7284,12,-2
73771,7283,14,8
73757,7282,6,-18
73751,7281,24,18
73727,7280,6,-6
73721,7279,12,2
73709,7278,10,4
73699,7277,6,-6
73693,7276,12,10
73681,7275,2,-4
73679,7274,6,-16
73673,7273,22,14
73651,7272,8,2
73643,7271,6,-18
73637,7270,24,20
73613,7269,4,2
73609,7268,2,-8
73607,7267,10,2
73597,7266,8,2
73589,7265,6,-6
73583,7264,12,2
73571,7263,10,2
73561,7262,8,2
73553,7261,6,-12
73547,7260,18,12
73529,7259,6,0
73523,7258,6,-28
73517,7257,34,28
73483,7256,6,0
73477,7255,6,-6
73471,7254,12,6
73459,7253,6,-14
73453,7252,20,8
73433,7251,12,8
73421,7250,4,-26
73417,7249,30,22
73387,7248,8,-2
73379,7247,10,4
73369,7246,6,4
73363,7245,2,-8
73361,7244,10,-10
73351,7243,20,16
73331,7242,4,-14
73327,7241,18,12
73309,7240,6,-6
73303,7239,12,-2
73291,7238,14,-4
73277,7237,18,2
73259,7236,16,10
73243,7235,6,-42
73237,7234,48,40
73189,7233,8,-32
73181,7232,40,32
73141,7231,8,2
73133,7230,6,0
73127,7229,6,-24
73121,7228,30,18
73091,7227,12,-4
73079,7226,16,14
73063,7225,2,-16
73061,7224,18,14
73043,7223,4,2
73039,7222,2,-16
73037,7221,18,12
73019,7220,6,2
73013,7219,4,-8
73009,7218,12,-8
72997,7217,20,16
72977,7216,4,-10
72973,7215,14,8
72959,7214,6,2
72953,7213,4,-8
72949,7212,12,6
72937,7211,6,-2
72931,7210,8,-4
72923,7209,12,8
72911,7208,4,-2
72907,7207,6,-2
72901,7206,8,4
72893,7205,4,-2
72889,7204,6,-6
72883,7203,12,10
72871,7202,2,-8
72869,7201,10,-26
72859,7200,36,30
72823,7199,6,-14
72817,7198,20,-10
72797,7197,30,26
72767,7196,4,-20
72763,7195,24,18
72739,7194,6,0
72733,7193,6,-2
72727,7192,8,-4
72719,7191,12,6
72707,7190,6,-6
72701,7189,12,2
72689,7188,10,4
72679,7187,6,4
72673,7186,2,-8
72671,7185,10,-2
72661,7184,12,10
72649,7183,2,-2
72647,7182,4,-16
72643,7181,20,14
72623,7180,6,2
72617,7179,4,-32
72613,7178,36,18
72577,7177,18,10
72559,7176,8,4
72551,7175,4,-10
72547,7174,14,-16
72533,7173,30,24
72503,7172,6,2
72497,7171,4,-8
72493,7170,12,0
72481,7169,12,10
72469,7168,2,-4
72467,7167,6,-24
72461,7166,30,20
72431,7165,10,-28
72421,7164,38,34
72383,7163,4,-8
72379,7162,12,-2
72367,7161,14,2
72353,7160,12,8
72341,7159,4,-20
72337,7158,24,18
72313,7157,6,-14
72307,7156,20,10
72287,7155,10,4
72277,7154,6,4
72271,7153,2,-14
72269,7152,16,14
72253,7151,2,-20
72251,7150,22,20
72229,7149,2,-2
72227,7148,4,2
72223,7147,2,-8
72221,7146,10,-28
72211,7145,38,34
72173,7144,4,2
72169,7143,2,-4
72167,7142,6,-16
72161,7141,22,-8
72139,7140,30,24
72109,7139,6,4
72103,7138,2,-8
72101,7137,10,8
72091,7136,2,-10
72089,7135,12,8
72077,7134,4,-16
72073,7133,20,14
72053,7132,6,2
72047,7131,4,-8
72043,7130,12,0
72031,7129,12,-8
72019,7128,20,14
71999,7127,6,0
71993,7126,6,2
71987,7125,4,-8
71983,7124,12,4
71971,7123,8,-8
71963,7122,16,10
71947,7121,6,-2
71941,7120,8,-8
71933,7119,16,8
71917,7118,8,-2
71909,7117,10,-2
71899,7116,12,6
71887,7115,6,4
71881,7114,2,-10
71879,7113,12,6
71867,7112,6,-6
71861,7111,12,6
71849,7110,6,0
71843,7109,6,-10
71837,7108,16,4
71821,7107,12,10
71809,7106,2,-16
71807,7105,18,6
71789,7104,12,-4
71777,7103,16,-4
71761,7102,20,-2
71741,7101,22,16
71719,7100,6,4
71713,7099,2,-2
71711,7098,4,-4
71707,7097,8,2
71699,7096,6,-16
71693,7095,22,14
71671,7094,8,-8
71663,7093,16,2
71647,7092,14,-22
71633,7091,36,32
71597,7090,4,-20
71593,7089,24,18
71569,7088,6,-6
71563,7087,12,10
71551,7086,2,-10
71549,7085,12,2
71537,7084,10,-14
71527,7083,24,4
71503,7082,20,16
71483,7081,4,-2
71479,7080,6,4
71473,7079,2,-16
71471,7078,18,8
71453,7077,10,4
71443,7076,6,-2
71437,7075,8,-2
71429,7074,10,4
71419,7073,6,4
71413,7072,2,-10
71411,7071,12,2
71399,7070,10,8
71389,7069,2,-22
71387,7068,24,20
71363,7067,4,-2
71359,7066,6,0
71353,7065,6,0
71347,7064,6,4
71341,7063,2,-4
71339,7062,6,2
71333,7061,4,2
71329,7060,2,-8
71327,7059,10,-14
71317,7058,24,18
71293,7057,6,-18
71287,7056,24,22
71263,7055,2,-2
71261,7054,4,-4
71257,7053,8,-4
71249,7052,12,8
71237,7051,4,-20
71233,7050,24,6
71209,7049,18,-2
71191,7048,20,16
71171,7047,4,-2
71167,7046,6,-2
71161,7045,8,2
71153,7044,6,2
71147,7043,4,-10
71143,7042,14,4
71129,7041,10,-20
71119,7040,30,22
71089,7039,8,-4
71081,7038,12,2
71069,7037,10,-10
71059,7036,20,4
71039,7035,16,4
71023,7034,12,0
71011,7033,12,10
70999,7032,2,-4
70997,7031,6,-4
70991,7030,10,8
70981,7029,2,-8
70979,7028,10,-2
70969,7027,12,6
70957,7026,6,4
70951,7025,2,-10
70949,7024,12,-4
70937,7023,16,14
70921,7022,2,-4
70919,7021,6,-6
70913,7020,12,2
70901,7019,10,-2
70891,7018,12,10
70879,7017,2,-8
70877,7016,10,-4
70867,7015,14,10
70853,7014,4,-2
70849,7013,6,4
70843,7012,2,-16
70841,7011,18,-12
70823,7010,30,20
70793,7009,10,-4
70783,7008,14,-2
70769,7007,16,-8
70753,7006,24,12
70729,7005,12,4
70717,7004,8,-14
70709,7003,22,2
70687,7002,20,16
70667,7001,4,-2
70663,7000,6,-12
70657,6999,18,6
70639,6998,12,6
70627,6997,6,4
70621,6996,2,-10
70619,6995,12,-6
70607,6994,18,12
70589,6993,6,-4
70583,6992,10,8
70573,6991,2,-20
70571,6990,22,10
70549,6989,12,4
70537,6988,8,-14
70529,6987,22,16
70507,6986,6,-6
70501,6985,12,10
70489,6984,2,-4
70487,6983,6,-16
70481,6982,22,20
70459,6981,2,-4
70457,6980,6,-6
70451,6979,12,2
70439,6978,10,4
70429,6977,6,-24
70423,6976,30,18
70393,6975,12,10
70381,6974,2,-4
70379,6973,6,-16
70373,6972,22,-2
70351,6971,24,18
70327,6970,6,-2
70321,6969,8,4
70313,6968,4,-8
70309,6967,12,4
70297,6966,8,-10
70289,6965,18,-4
70271,6964,22,14
70249,6963,8,4
70241,6962,4,-4
70237,6961,8,2
70229,6960,6,-10
70223,6959,16,10
70207,6958,6,4
70201,6957,2,-14
70199,6956,16,14
70183,6955,2,-2
70181,6954,4,-10
70177,6953,14,8
70163,6952,6,-10
70157,6951,16,14
70141,6950,2,-14
70139,6949,16,14
70123,6948,2,-2
70121,6947,4,-2
70117,6946,6,-6
70111,6945,12,-8
70099,6944,20,8
70079,6943,12,6
70067,6942,6,-4
70061,6941,10,-2
70051,6940,12,-8
70039,6939,20,10
70019,6938,10,4
70009,6937,6,4
70003,6936,2,-2
70001,6935,4,-2
69997,6934,6,-26
69991,6933,32,14
69959,6932,18,8
69941,6931,10,8
69931,6930,2,-16
69929,6929,18,6
69911,6928,12,-10
69899,6927,22,4
69877,6926,18,16
69859,6925,2,-8
69857,6924,10,-4
69847,6923,14,10
69833,6922,4,2
69829,6921,2,-4
69827,6920,6,-6
69821,6919,12,-18
69809,6918,30,18
69779,6917,12,8
69767,6916,4,2
69763,6915,2,-20
69761,6914,22,20
69739,6913,2,-26
69737,6912,28,16
69709,6911,12,6
69697,6910,6,-8
69691,6909,14,-2
69677,6908,16,8
69661,6907,8,-22
69653,6906,30,0
69623,6905,30,-6
69593,6904,36,18
69557,6903,18,-22
69539,6902,40,38
69499,6901,2,-2
69497,6900,4,2
69493,6899,2,-8
69491,6898,10,2
69481,6897,8,2
69473,6896,6,2
69467,6895,4,-2
69463,6894,6,-12
69457,6893,18,10
69439,6892,8,4
69431,6891,4,-20
69427,6890,24,22
69403,6889,2,-10
69401,6888,12,6
69389,6887,6,2
69383,6886,4,-4
69379,6885,8,-22
69371,6884,30,26
69341,6883,4,-16
69337,6882,20,16
69317,6881,4,-46
69313,6880,50,46
69263,6879,4,2
69259,6878,2,-8
69257,6877,10,2
69247,6876,8,2
69239,6875,6,-6
69233,6874,12,-6
69221,6873,18,12
69203,6872,6,2
69197,6871,4,2
69193,6870,2,-26
69191,6869,28,16
69163,6868,12,10
69151,6867,2,-4
69149,6866,6,-10
69143,6865,16,8
69127,6864,8,-2
69119,6863,10,-26
69109,6862,36,30
69073,6861,6,0
69067,6860,6,-24
69061,6859,30,28
69031,6858,2,-8
69029,6857,10,2
69019,6856,8,-2
69011,6855,10,2
69001,6854,8,-22
68993,6853,30,14
68963,6852,16,-4
68947,6851,20,10
68927,6850,10,2
68917,6849,8,2
68909,6848,6,2
68903,6847,4,2
68899,6846,2,-4
68897,6845,6,-4
68891,6844,10,8
68881,6843,2,-14
68879,6842,16,-26
68863,6841,42,40
68821,6840,2,-4
68819,6839,6,-16
68813,6838,22,8
68791,6837,14,8
68777,6836,6,2
68771,6835,4,-14
68767,6834,18,12
68749,6833,6,0
68743,6832,6,-2
68737,6831,8,-8
68729,6830,16,14
68713,6829,2,-10
68711,6828,12,0
68699,6827,12,8
68687,6826,4,-10
68683,6825,14,4
68669,6824,10,-10
68659,6823,20,14
68639,6822,6,-16
68633,6821,22,8
68611,6820,14,-2
68597,6819,16,2
68581,6818,14,-10
68567,6817,24,20
68543,6816,4,-4
68539,6815,8,-2
68531,6814,10,-4
68521,6813,14,8
68507,6812,6,-4
68501,6811,10,8
68491,6810,2,-4
68489,6809,6,0
68483,6808,6,2
68477,6807,4,-20
68473,6806,24,22
68449,6805,2,-2
68447,6804,4,-2
68443,6803,6,-32
68437,6802,38,28
68399,6801,10,-8
68389,6800,18,-2
68371,6799,20,-2
68351,6798,22,4
68329,6797,18,-12
68311,6796,30,28
68281,6795,2,-16
68279,6794,18,-4
68261,6793,22,10
68239,6792,12,4
68227,6791,8,2
68219,6790,6,2
68213,6789,4,2
68209,6788,2,-34
68207,6787,36,26
68171,6786,10,-4
68161,6785,14,8
68147,6784,6,-22
68141,6783,28,26
68113,6782,2,-10
68111,6781,12,0
68099,6780,12,-4
68087,6779,16,4
68071,6778,12,6
68059,6777,6,-6
68053,6776,12,-6
68041,6775,18,-12
68023,6774,30,24
67993,6773,6,-2
67987,6772,8,-4
67979,6771,12,6
67967,6770,6,2
67961,6769,4,-10
67957,6768,14,10
67943,6767,4,-2
67939,6766,6,4
67933,6765,2,-2
67931,6764,4,-22
67927,6763,26,16
67901,6762,10,2
67891,6761,8,-8
67883,6760,16,2
67867,6759,14,4
67853,6758,10,-4
67843,6757,14,4
67829,6756,10,-2
67819,6755,12,6
67807,6754,6,-6
67801,6753,12,6
67789,6752,6,0
67783,6751,6,-8
67777,6750,14,10
67763,6749,4,2
67759,6748,2,-4
67757,6747,6,-4
67751,6746,10,2
67741,6745,8,-2
67733,6744,10,-4
67723,6743,14,4
67709,6742,10,-10
67699,6741,20,-8
67679,6740,28,8
67651,6739,20,8
67631,6738,12,0
67619,6737,12,6
67607,6736,6,-6
67601,6735,12,2
67589,6734,10,8
67579,6733,2,-8
67577,6732,10,2
67567,6731,8,-4
67559,6730,12,2
67547,6729,10,4
67537,6728,6,-2
67531,6727,8,-4
67523,6726,12,0
67511,6725,12,6
67499,6724,6,2
67493,6723,4,-4
67489,6722,8,4
67481,6721,4,-20
67477,6720,24,18
67453,6719,6,-8
67447,6718,14,10
67433,6717,4,2
67429,6716,2,-4
67427,6715,6,-4
67421,6714,10,8
67411,6713,2,-8
67409,6712,10,2
67399,6711,8,-14
67391,6710,22,2
67369,6709,20,14
67349,6708,6,2
67343,6707,4,-28
67339,6706,32,14
67307,6705,18,2
67289,6704,16,14
67273,6703,2,-8
67271,6702,10,-4
67261,6701,14,-2
67247,6700,16,4
67231,6699,12,10
67219,6698,2,-2
67217,6697,4,2
67213,6696,2,-20
67211,6695,22,20
67189,6694,2,-4
67187,6693,6,-6
67181,6692,12,0
67169,6691,12,8
67157,6690,4,-8
67153,6689,12,10
67141,6688,2,-8
67139,6687,10,2
67129,6686,8,-10
67121,6685,18,-6
67103,6684,24,18
67079,6683,6,-6
67073,6682,12,8
67061,6681,4,-4
67057,6680,8,2
67049,6679,6,-4
67043,6678,10,-2
67033,6677,12,-6
67021,6676,18,-8
67003,6675,26,22
66977,6674,4,-10
66973,6673,14,4
66959,6672,10,8
66949,6671,2,-2
66947,6670,4,-8
66943,6669,12,4
66931,6668,8,4
66923,6667,4,-26
66919,6666,30,24
66889,6665,6,0
66883,6664,6,-8
66877,6663,14,4
66863,6662,10,8
66853,6661,2,-8
66851,6660,10,-10
66841,6659,20,8
66821,6658,12,0
66809,6657,12,6
66797,6656,6,-22
66791,6655,28,16
66763,6654,12,10
66751,6653,2,-8
66749,6652,10,4
66739,6651,6,-6
66733,6650,12,4
66721,6649,8,-4
66713,6648,12,8
66701,6647,4,-10
66697,6646,14,-16
66683,6645,30,20
66653,6644,10,-4
66643,6643,14,2
66629,6642,12,-4
66617,6641,16,8
66601,6640,8,2
66593,6639,6,-10
66587,6638,16,14
66571,6637,2,-14
66569,6636,16,4
66553,6635,12,4
66541,6634,8,4
66533,6633,4,-2
66529,6632,6,-8
66523,6631,14,4
66509,6630,10,2
66499,6629,8,-16
66491,6628,24,20
66467,6627,4,-2
66463,6626,6,-2
66457,6625,8,-10
66449,6624,18,0
66431,6623,18,8
66413,6622,10,-10
66403,6621,20,14
66383,6620,6,2
66377,6619,4,-8
66373,6618,12,10
66361,6617,2,-10
66359,6616,12,8
66347,6615,4,-2
66343,6614,6,-30
66337,6613,36,28
66301,6612,8,-14
66293,6611,22,-10
66271,6610,32,14
66239,6609,18,-12
66221,6608,30,18
66191,6607,12,6
66179,6606,6,2
66173,6605,4,-4
66169,6604,8,-16
66161,6603,24,-4
66137,6602,28,26
66109,6601,2,-2
66107,6600,4,-10
66103,6599,14,8
66089,6598,6,-6
66083,6597,12,8
66071,6596,4,-16
66067,6595,20,14
66047,6594,6,2
66041,6593,4,-4
66037,6592,8,-28
66029,6591,36,26
65993,6590,10,8
65983,6589,2,-16
65981,6588,18,12
65963,6587,6,0
65957,6586,6,-16
65951,6585,22,20
65929,6584,2,-4
65927,6583,6,-16
65921,6582,22,4
65899,6581,18,4
65881,6580,14,-2
65867,6579,16,8
65851,6578,8,4
65843,6577,4,2
65839,6576,2,-4
65837,6575,6,2
65831,6574,4,-14
65827,6573,18,-2
65809,6572,20,8
65789,6571,12,-4
65777,6570,16,-14
65761,6569,30,28
65731,6568,2,-8
65729,6567,10,8
65719,6566,2,-2
65717,6565,4,-2
65713,6564,6,0
65707,6563,6,4
65701,6562,2,-10
65699,6561,12,2
65687,6560,10,-10
65677,6559,20,14
65657,6558,6,2
65651,6557,4,-10
65647,6556,14,10
65633,6555,4,-8
65629,6554,12,4
65617,6553,8,-2
65609,6552,10,-2
65599,6551,12,6
65587,6550,6,4
65581,6549,2,-14
65579,6548,16,10
65563,6547,6,0
65557,6546,6,-2
65551,6545,8,4
65543,6544,4,2
65539,6543,2,-14
65537,6542,16,14
65521,6541,2,-20
65519,6540,22,4
65497,6539,18,-12
65479,6538,30,28
65449,6537,2,-8
65447,6536,10,-4
65437,6535,14,10
65423,6534,4,-2
65419,6533,6,0
65413,6532,6,-8
65407,6531,14,2
65393,6530,12,2
65381,6529,10,-4
65371,6528,14,10
65357,6527,4,-22
65353,6526,26,22
65327,6525,4,-10
65323,6524,14,-2
65309,6523,16,10
65293,6522,6,-12
65287,6521,18,16
65269,6520,2,-8
65267,6519,10,-8
65257,6518,18,-8
65239,6517,26,16
65213,6516,10,-10
65203,6515,20,16
65183,6514,4,-2
65179,6513,6,4
65173,6512,2,-2
65171,6511,4,-16
65167,6510,20,14
65147,6509,6,-6
65141,6508,12,6
65129,6507,6,2
65123,6506,4,-4
65119,6505,8,-2
65111,6504,10,8
65101,6503,2,-8
65099,6502,10,-8
65089,6501,18,10
65071,6500,8,-2
65063,6499,10,-10
65053,6498,20,16
65033,6497,4,2
65029,6496,2,-14
65027,6495,16,8
65011,6494,8,2
65003,6493,6,-22
64997,6492,28,10
64969,6491,18,4
64951,6490,14,4
64937,6489,10,4
64927,6488,6,4
64921,6487,2,-16
64919,6486,18,8
64901,6485,10,-2
64891,6484,12,10
64879,6483,2,-4
64877,6482,6,-12
64871,6481,18,14
64853,6480,4,-28
64849,6479,32,26
64817,6478,6,-12
64811,6477,18,8
64793,6476,10,8
64783,6475,2,-16
64781,6474,18,2
64763,6473,16,-14
64747,6472,30,22
64717,6471,8,-8
64709,6470,16,2
64693,6469,14,2
64679,6468,12,8
64667,6467,4,2
64663,6466,2,-26
64661,6465,28,22
64633,6464,6,0
64627,6463,6,-2
64621,6462,8,4
64613,6461,4,-4
64609,6460,8,-2
64601,6459,10,-2
64591,6458,12,10
64579,6457,2,-8
64577,6456,10,-4
64567,6455,14,-26
64553,6454,40,26
64513,6453,14,4
64499,6452,10,4
64489,6451,6,-24
64483,6450,30,28
64453,6449,2,-10
64451,6448,12,6
64439,6447,6,-24
64433,6446,30,26
64403,6445,4,-14
64399,6444,18,10
64381,6443,8,-32
64373,6442,40,34
64333,6441,6,-2
64327,6440,8,-8
64319,6439,16,14
64303,6438,2,-16
64301,6437,18,14
64283,6436,4,-4
64279,6435,8,-26
64271,6434,34,28
64237,6433,6,-2
64231,6432,8,2
64223,6431,6,-22
64217,6430,28,26
64189,6429,2,-14
64187,6428,16,2
64171,6427,14,10
64157,6426,4,2
64153,6425,2,-26
64151,6424,28,14
64123,6423,14,-4
64109,6422,18,8
64091,6421,10,-4
64081,6420,14,10
64067,6419,4,-22
64063,6418,26,22
64037,6417,4,-10
64033,6416,14,8
64019,6415,6,0
64013,6414,6,-4
64007,6413,10,-10
63997,6412,20,-8
63977,6411,28,8
63949,6410,20,4
63929,6409,16,10
63913,6408,6,0
63907,6407,6,-32
63901,6406,38,32
63863,6405,6,2
63857,6404,4,-8
63853,6403,12,10
63841,6402,2,-14
63839,6401,16,2
63823,6400,14,8
63809,6399,6,2
63803,6398,4,-2
63799,6397,6,-6
63793,6396,12,4
63781,6395,8,-4
63773,6394,12,-6
63761,6393,18,12
63743,6392,6,-4
63737,6391,10,2
63727,6390,8,-2
63719,6389,10,4
63709,6388,6,0
63703,6387,6,0
63697,6386,6,4
63691,6385,2,-16
63689,6384,18,14
63671,6383,4,-4
63667,6382,8,-2
63659,6381,10,8
63649,6380,2,-16
63647,6379,18,6
63629,6378,12,6
63617,6377,6,2
63611,6376,4,-2
63607,6375,6,4
63601,6374,2,-8
63599,6373,10,8
63589,6372,2,-8
63587,6371,10,-8
63577,6370,18,0
63559,6369,18,10
63541,6368,8,2
63533,6367,6,0
63527,6366,6,-16
63521,6365,22,16
63499,6364,6,0
63493,6363,6,-8
63487,6362,14,8
63473,6361,6,2
63467,6360,4,-16
63463,6359,20,16
63443,6358,4,-14
63439,6357,18,16
63421,6356,2,-8
63419,6355,10,-2
63409,6354,12,6
63397,6353,6,4
63391,6352,2,-10
63389,6351,12,2
63377,6350,10,4
63367,6349,6,-2
63361,6348,8,2
63353,6347,6,-4
63347,6346,10,4
63337,6345,6,-8
63331,6344,14,10
63317,6343,4,2
63313,6342,2,-10
63311,6341,12,-6
63299,6340,18,14
63281,6339,4,-26
63277,6338,30,24
63247,6337,6,-24
63241,6336,30,18
63211,6335,12,10
63199,6334,2,-16
63197,6333,18,-12
63179,6332,30,12
63149,6331,18,14
63131,6330,4,-10
63127,6329,14,4
63113,6328,10,4
63103,6327,6,-12
63097,6326,18,12
63079,6325,6,0
63073,6324,6,-2
63067,6323,8,-20
63059,6322,28,26
63031,6321,2,-38
63029,6320,40,38
62989,6319,2,-2
62987,6318,4,2
62983,6317,2,-8
62981,6316,10,8
62971,6315,2,-28
62969,6314,30,20
62939,6313,10,8
62929,6312,2,-4
62927,6311,6,-12
62921,6310,18,12
62903,6309,6,-18
62897,6308,24,20
62873,6307,4,-4
62869,6306,8,-2
62861,6305,10,-14
62851,6304,24,16
62827,6303,8,-10
62819,6302,18,8
62801,6301,10,-8
62791,6300,18,6
62773,6299,12,4
62761,6298,8,-2
62753,6297,10,-2
62743,6296,12,4
62731,6295,8,-14
62723,6294,22,8
62701,6293,14,10
62687,6292,4,-20
62683,6291,24,18
62659,6290,6,-8
62653,6289,14,8
62639,6288,6,0
62633,6287,6,-4
62627,6286,10,-4
62617,6285,14,8
62603,6284,6,0
62597,6283,6,-4
62591,6282,10,-8
62581,6281,18,4
62563,6280,14,4
62549,6279,10,4
62539,6278,6,-20
62533,6277,26,20
62507,6276,6,2
62501,6275,4,-10
62497,6274,14,8
62483,6273,6,2
62477,6272,4,-2
62473,6271,6,-2
62467,6270,8,-28
62459,6269,36,30
62423,6268,6,-10
62417,6267,16,-2
62401,6266,18,-14
62383,6265,32,28
62351,6264,4,-16
62347,6263,20,16
62327,6262,4,-8
62323,6261,12,4
62311,6260,8,4
62303,6259,4,2
62299,6258,2,-22
62297,6257,24,-16
62273,6256,40,26
62233,6255,14,8
62219,6254,6,0
62213,6253,6,0
62207,6252,6,-4
62201,6251,10,8
62191,6250,2,-16
62189,6249,18,-10
62171,6248,28,26
62143,6247,2,-2
62141,6246,4,-2
62137,6245,6,4
62131,6244,2,-8
62129,6243,10,-10
62119,6242,20,2
62099,6241,18,8
62081,6240,10,-4
62071,6239,14,10
62057,6238,4,-2
62053,6237,6,-2
62047,6236,8,-14
62039,6235,22,16
62017,6234,6,-2
62011,6233,8,-4
62003,6232,12,8
61991,6231,4,-2
61987,6230,6,4
61981,6229,2,-10
61979,6228,12,6
61967,6227,6,-6
61961,6226,12,-4
61949,6225,16,10
61933,6224,6,-12
61927,6223,18,-12
61909,6222,30,22
61879,6221,8,-2
61871,6220,10,-8
61861,6219,18,12
61843,6218,6,-12
61837,6217,18,12
61819,6216,6,-26
61813,6215,32,8
61781,6214,24,18
61757,6213,6,-16
61751,6212,22,16
61729,6211,6,0
61723,6210,6,-8
61717,6209,14,-2
61703,6208,16,10
61687,6207,6,-2
61681,6206,8,2
61673,6205,6,-4
61667,6204,10,4
61657,6203,6,-2
61651,6202,8,2
61643,6201,6,0
61637,6200,6,2
61631,6199,4,-10
61627,6198,14,10
61613,6197,4,-2
61609,6196,6,-14
61603,6195,20,-2
61583,6194,22,20
61561,6193,2,-4
61559,6192,6,0
61553,6191,6,2
61547,6190,4,-20
61543,6189,24,16
61519,6188,8,4
61511,6187,4,-10
61507,6186,14,8
61493,6185,6,2
61487,6184,4,-8
61483,6183,12,10
61471,6182,2,-4
61469,6181,6,-16
61463,6180,22,-2
61441,6179,24,16
61417,6178,8,2
61409,6177,6,-16
61403,6176,22,20
61381,6175,2,-14
61379,6174,16,10
61363,6173,6,-8
61357,6172,14,10
61343,6171,4,-2
61339,6170,6,4
61333,6169,2,-32
61331,6168,34,28
61297,6167,6,-2
61291,6166,8,-14
61283,6165,22,14
61261,6164,8,-14
61253,6163,22,14
61231,6162,8,-4
61223,6161,12,-30
61211,6160,42,26
61169,6159,16,14
61153,6158,2,-8
61151,6157,10,-2
61141,6156,12,4
61129,6155,8,-14
61121,6154,22,14
61099,6153,8,-26
61091,6152,34,28
61057,6151,6,-2
61051,6150,8,-4
61043,6149,12,8
61031,6148,4,-16
61027,6147,20,14
61007,6146,6,-34
61001,6145,40,32
60961,6144,8,-2
60953,6143,10,4
60943,6142,6,-8
60937,6141,14,10
60923,6140,4,2
60919,6139,2,-2
60917,6138,4,-8
60913,6137,12,10
60901,6136,2,-8
60899,6135,10,8
60889,6134,2,-16
60887,6133,18,8
60869,6132,10,-28
60859,6131,38,28
60821,6130,10,-8
60811,6129,18,4
60793,6128,14,8
60779,6127,6,-4
60773,6126,10,8
60763,6125,2,-2
60761,6124,4,-16
60757,6123,20,16
60737,6122,4,-2
60733,6121,6,-2
60727,6120,8,-8
60719,6119,16,2
60703,6118,14,4
60689,6117,10,-8
60679,6116,18,16
60661,6115,2,-8
60659,6114,10,8
60649,6113,2,-8
60647,6112,10,4
60637,6111,6,-2
60631,6110,8,2
60623,6109,6,0
60617,6108,6,2
60611,6107,4,-2
60607,6106,6,-6
60601,6105,12,-38
60589,6104,50,38
60539,6103,12,6
60527,6102,6,-6
60521,6101,12,0
60509,6100,12,8
60497,6099,4,-32
60493,6098,36,28
60457,6097,8,2
60449,6096,6,-10
60443,6095,16,2
60427,6094,14,-2
60413,6093,16,2
60397,6092,14,4
60383,6091,10,-10
60373,6090,20,10
60353,6089,10,4
60343,6088,6,0
60337,6087,6,-8
60331,6086,14,-10
60317,6085,24,20
60293,6084,4,-14
60289,6083,18,6
60271,6082,12,10
60259,6081,2,-4
60257,6080,6,-22
60251,6079,28,22
60223,6078,6,-2
60217,6077,8,-32
60209,6076,40,38
60169,6075,2,-4
60167,6074,6,-6
60161,6073,12,2
60149,6072,10,4
60139,6071,6,0
60133,6070,6,-14
60127,6069,20,16
60107,6068,4,2
60103,6067,2,-8
60101,6066,10,8
60091,6065,2,-4
60089,6064,6,0
60083,6063,6,-30
60077,6062,36,32
60041,6061,4,-4
60037,6060,8,-4
60029,6059,12,8
60017,6058,4,-10
60013,6057,14,-4
59999,6056,18,8
59981,6055,10,-4
59971,6054,14,8
59957,6053,6,-16
59951,6052,22,14
59929,6051,8,-26
59921,6050,34,26
59887,6049,8,-8
59879,6048,16,-14
59863,6047,30,6
59833,6046,24,12
59809,6045,12,6
59797,6044,6,-6
59791,6043,12,4
59779,6042,8,-10
59771,6041,18,12
59753,6040,6,2
59747,6039,4,-10
59743,6038,14,8
59729,6037,6,-10
59723,6036,16,8
59707,6035,8,2
59699,6034,6,-16
59693,6033,22,20
59671,6032,2,-4
59669,6031,6,2
59663,6030,4,-4
59659,6029,8,-14
59651,6028,22,20
59629,6027,2,-4
59627,6026,6,2
59621,6025,4,-2
59617,6024,6,-24
59611,6023,30,16
59581,6022,14,8
59567,6021,6,2
59561,6020,4,-14
59557,6019,18,-8
59539,6018,26,22
59513,6017,4,-8
59509,6016,12,-12
59497,6015,24,22
59473,6014,2,-2
59471,6013,4,-10
59467,6012,14,8
59453,6011,6,2
59447,6010,4,2
59443,6009,2,-20
59441,6008,22,20
59419,6007,2,-8
59417,6006,10,2
59407,6005,8,2
59399,6004,6,0
59393,6003,6,-4
59387,6002,10,2
59377,6001,8,-2
59369,6000,10,8
